Symbol,Name,LastSale,MarketCap,IPOyear,Sector,Industry,SummaryQuote,Text
NVIV,InVivo Therapeutics Holdings Corp.,4.4,140946066.8,0,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nviv,"    We are a research and clinical-stage biomaterials and biotechnology company
with a focus on treatment of spinal cord injuries (SCI). Our mission is to
redefine the life of the SCI patient, and we are developing treatment options
intended to provide meaningful improvement in patient outcomes following SCI.
Our approach to treating acute SCIs is based on our investigational Neuro Spinal
Scaffold implant, an investigational bioresorbable polymer scaffold that is
designed for implantation at the site of injury within a spinal cord contusion
and is intended to treat acute spinal cord injury. We believe the Neuro Spinal
Scaffold implant is the only SCI therapy in development focused solely on
treating acute SCI directly at the epicenter of the injury, and incorporates
intellectual property licensed under an exclusive, world-wide license from
Boston Children's Hospital (""BCH"") and the Massachusetts Institute of Technology
(""MIT"").&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
IVTY,"Invuity, Inc.",6.45,109200925.2,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ivty,"Invuity, Inc. was incorporated in California in 2004 as Spotlight Surgical, Inc.
We changed our name to Invuity, Inc. in 2007, and reincorporated in Delaware in
May 2015. In June 2015, we closed an initial public offering (""IPO"") of
4,600,000 shares of our common stock at a public offering price of $12.00 per
share, which includes 600,000 shares issued pursuant to the underwriters'
overallotment options, and received approximately $47.2 million in aggregate net
proceeds, after underwriting discounts and commissions and offering costs
incurred by the Company.

Overview of Our Company

We are a commercial-stage medical technology company pioneering the use of
advanced photonics to provide surgeons with improved direct visualization of
surgical cavities during minimally invasive and minimal access surgical
procedures.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
IONS,"Ionis Pharmaceuticals, Inc.",46.7,5660178558.9,0,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ions,"We are leaders in discovering and developing RNA-targeted therapeutics. We have
created an efficient and broadly applicable drug discovery platform. Using this
platform, we have developed a large, diverse and advanced pipeline of
potentially first-in-class and/or best-in-class drugs that we believe can
provide high value for patients with significant unmet medical needs. In this
way, we believe that we are fundamentally changing medicine with the goal to
improve the quality of and save lives.

We have discovered and are developing three potentially transformational drugs,
nusinersen, IONIS-TTRRx and volanesorsen, which we believe are close to
commercialization. We designed each of these three drugs to treat patients with
orphan diseases who have limited or no therapeutic options. In total, we are
developing these three drugs for six different patient populations.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
IPAS,iPass Inc.,1.58,104688873.98,2003,Technology,EDP Services,http://www.nasdaq.com/symbol/ipas,"iPass (NASDAQ: IPAS) is a leading provider of global mobile connectivity,
offering convenient, secure, always-on Wi-Fi access on any mobile device. Built
on a software-as-a-service (SaaS) platform, the iPass cloud-based service keeps
its customers connected by providing unlimited Wi-Fi connectivity on unlimited
devices. iPass has millions of hotspots in more than 100 countries, at airports,
hotels, train stations, convention centers, outdoor venues, inflight, and more.
Using patented technology, iPass SmartConnect takes the guesswork out of Wi-Fi,
automatically connecting customers to the best hotspot for their needs.
Customers simply download the iPass app to experience UNLIMITED, EVERYWHERE
and INVISIBLE Wi-Fi.

Business Highlights
Strategic iPass Assets
We believe iPass has a unique set of global mobile connectivity assets that
provide us with competitive advantages.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
DTYS,iPath US Treasury 10-year Bear ETN,19.9301,54762314.4419,0,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtys,"No business description found.
"
DTYL,iPath US Treasury 10-year Bull ETN,74.72,5140212.96,0,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtyl,"No business description found.
"
DTUS,iPath US Treasury 2-year Bear ETN,32.37,8042197.02,0,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtus,"No business description found.
"
DTUL,iPath US Treasury 2-year Bull ETN,62.924,3708300.092,0,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtul,"No business description found.
"
DFVS,iPath US Treasury 5-year Bear Exchange Traded Note,30.63,2217612,0,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dfvs,"No business description found.
"
DFVL,iPath US Treasury 5-year Bull ETN,63.8655,4457811.9,0,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dfvl,"No business description found.
"
FLAT,iPath US Treasury Flattener ETN,59.25,3383886,0,Finance,Commercial Banks,http://www.nasdaq.com/symbol/flat,"No business description found.
"
DLBS,iPath US Treasury Long Bond Bear ETN,19.76,22260588.48,0,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dlbs,"No business description found.
"
DLBL,iPath US Treasury Long Bond Bull ETN,79.33,5628939.48,0,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dlbl,"No business description found.
"
STPP,iPath US Treasury Steepener ETN,34.85,3238262,0,Finance,Commercial Banks,http://www.nasdaq.com/symbol/stpp,"No business description found.
"
IPGP,IPG Photonics Corporation,100.77,5351626853.34,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/ipgp,"IPG Photonics Corporation (""IPG"", the ""Company"", the ""Registrant"", ""we"", ""us"" or
""our"") is the leading developer and manufacturer of a broad line of
high-performance fiber lasers, fiber amplifiers and diode lasers that are used
for diverse applications, primarily in materials processing. Fiber lasers are a
relatively new generation of lasers that combine the advantages of semiconductor
diodes, such as long life and high efficiency, with the high amplification and
precise beam qualities of specialty optical fibers to deliver superior
performance, reliability and usability.
Our diverse lines of low, mid and high-power lasers and amplifiers are used in
materials processing, advanced communications and medical applications. We sell
our products globally to original equipment manufacturers (""OEMs""), system
integrators and end users. We market our products internationally primarily
through our direct sales force.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
IRMD,iRadimed Corporation,9.9,106048552.5,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/irmd,"IRADIMED CORPORATION (""IRADIMED"", the ""Company"", ""we"", ""us"", ""our"") develops,
manufactures, markets and distributes magnetic resonance imaging (""MRI"")
compatible products and, today, we are the only known provider of non-magnetic
intravenous (""IV"") infusion pump systems that are specifically designed to be
safe for use during MRI procedures. We were the first to develop an infusion
delivery system that largely eliminates many of the dangers and problems present
during MRI procedures. Standard infusion pumps contain magnetic and electronic
components which can create radio frequency (""RF"") interference and are
dangerous to operate in the presence of the powerful magnet that drives an MRI
system. Our patented MRidium MRI compatible IV infusion pump system has been
designed with a non-magnetic ultrasonic motor, uniquely-designed non-ferrous
parts and other special features in order to safely and predictably deliver
anesthesia and other IV fluids during various MRI procedures.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
IRTC,"iRhythm Technologies, Inc.",29.58,654516097.98,2016,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/irtc,"We are a commercial-stage digital healthcare company redefining the way cardiac
arrhythmias are clinically diagnosed by combining our wearable biosensing
technology with cloud-based data analytics and machine-learning capabilities.
Our goal is to be the leading provider of first-line ambulatory
electrocardiogram, or ECG, monitoring for patients at risk for arrhythmias. We
have created a unique platform, called the ZIO Service, which combines an
easy-to-wear and unobtrusive biosensor that can be worn for up to 14 days,
called the ZIO Patch, with powerful proprietary algorithms that distill data
from millions of heartbeats into clinically actionable information. We believe
that the ZIO Service allows physicians to diagnose many arrhythmias more quickly
and efficiently than traditional technologies and avoid multiple indeterminate
tests.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
IRIX,IRIDEX Corporation,13.57,153315352.7,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/irix,"IRIDEX Corporation is a leading worldwide provider of therapeutic based laser
consoles, delivery devices and consumable instrumentation used to treat
sight-threatening eye diseases in ophthalmology. In February 2012, we sold our
aesthetics business to Cutera, Inc. The sale of the aesthetics business was a
significant step forward in our strategy because it allowed us to focus solely
on our ophthalmology business which is our core strength. Our ophthalmology
products are sold in the United States (""U.S."") predominantly through a direct
sales force and internationally through independent distributors. Total revenues
in 2015, 2014 and 2013 were $41.8 million, $42.8 million and $38.3 million,
respectively. We generated net income of $0.5 million, $10.0 million and $2.2
million in 2015, 2014 and 2013, respectively.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
